2026-05-12 18:15:20.277597+00:00,clojure,1.12.4.1629,24.549000000000003
2026-05-12 18:15:20.277597+00:00,babashka,1.12.218,110.575
2026-05-12 18:15:20.277597+00:00,jank,0.1-alpha,168.34
2026-05-13 06:00:35.643469+00:00,clojure,1.12.4.1629,25.041999999999998
2026-05-13 06:00:35.643469+00:00,babashka,1.12.218,110.28399999999999
2026-05-13 06:00:35.643469+00:00,jank,0.1-alpha,177.76
2026-05-14 06:00:30.775928+00:00,clojure,1.12.4.1629,24.399
2026-05-14 06:00:30.775928+00:00,babashka,1.12.218,110.931
2026-05-14 06:00:30.775928+00:00,jank,0.1-alpha,175.08
2026-05-15 06:00:30.016536+00:00,clojure,1.12.4.1629,24.052
2026-05-15 06:00:30.016536+00:00,babashka,1.12.218,111.003
2026-05-15 06:00:30.016536+00:00,jank,0.1-alpha,174.23
2026-05-16 06:00:29.755443+00:00,clojure,1.12.4.1629,24.641
2026-05-16 06:00:29.755443+00:00,babashka,1.12.218,111.001
2026-05-16 06:00:29.755443+00:00,jank,0.1-alpha,130.08000000000004
2026-05-17 06:00:33.856129+00:00,clojure,1.12.5.1638,23.604
2026-05-17 06:00:33.856129+00:00,babashka,1.12.218,111.433
2026-05-17 06:00:33.856129+00:00,jank,0.1-alpha,128.56
2026-05-21 19:16:30.403255+00:00,clojure,1.12.5.1638,24.208000000000002
2026-05-21 19:16:30.403255+00:00,babashka,1.12.218,110.621
2026-05-21 19:16:30.403255+00:00,jank,0.1-alpha,127.17
2026-05-22 06:00:29.417422+00:00,clojure,1.12.5.1638,24.56
2026-05-22 06:00:29.417422+00:00,babashka,1.12.218,110.33
2026-05-22 06:00:29.417422+00:00,jank,0.1-alpha,127.52
2026-05-23 06:00:57.079356+00:00,clojure,1.12.5.1645,24.291
2026-05-23 06:00:57.079356+00:00,babashka,1.12.218,110.72999999999999
2026-05-23 06:00:57.079356+00:00,jank,0.1-alpha,127.35
2026-05-24 06:00:40.365627+00:00,clojure,1.12.5.1645,24.682
2026-05-24 06:00:40.365627+00:00,babashka,1.12.218,110.63000000000001
2026-05-24 06:00:40.365627+00:00,jank,0.1-alpha,130.51
2026-05-25 06:01:16.495900+00:00,clojure,1.12.5.1645,24.61
2026-05-25 06:01:16.495900+00:00,babashka,1.12.218,109.149
2026-05-25 06:01:16.495900+00:00,jank,0.1-alpha,125.82
2026-05-26 06:00:38.115220+00:00,clojure,1.12.5.1645,25.076
2026-05-26 06:00:38.115220+00:00,babashka,1.12.218,110.30199999999999
2026-05-26 06:00:38.115220+00:00,jank,0.1-alpha,124.8
